Date,Stock_symbol,Lsa_summary,sentiment
2023-07-27 00:00:00 UTC,AAPL,"Image Source: Zacks Investment Research For a detailed analysis of Q2 earnings, I invite you to view our weekly Earnings Trends report –> Strong Tech Results Reflect a Resilient Earnings Picture And next week is another full slate of earnings, with the likes of Apple AAPL, Amazon AMZN, and Uber Technologies UBER scheduled to report. Similar to AAPL, Amazon’s revenue has a seasonal nature. And next week, we’ll hear from several notable companies, including Amazon AMZN, Apple AAPL, and Uber Technologies UBER.",3.0
2023-07-26 00:00:00 UTC,AAPL,"Microsoft's MSFT.O shares fell 3.6% in early trading as the company laid out an aggressive AI-related spending plan, saying deeper investments in AI are required before gains trickle to the bottom line. FED FEARS vs. AI BOOST Stuart Cole, chief macro economist at Equiti Capital, said tech stocks tend to be fairly exposed to such sentiment around central bank policy as many of them are reliant on robust economic growth to deliver the returns they promise. Meta Platforms Inc's META.O shares rose 1.0% after Alibaba's 9988.HK cloud computing division said it has become the first Chinese enterprise to support the company's open-source artificial intelligence (AI) model Llama.",2.0
2023-07-25 00:00:00 UTC,AAPL,"The strategy still holds mega-cap tech leaders like Apple (AAPL) but fills out its roster with firms looking forward to future dividend growth. For just a 28 basis point (bps) fee, DGRW has returned 5.3% over the last month, outperforming both its ETF Database Category and Factset Segment averages. That may be true, but before diving into a disruptive innovation fund, consider how DGRW offers growth exposure with a quality, dividend view.",4.0
2023-07-24 00:00:00 UTC,AAPL,"Spotify, which competes with rival services from Apple AAPL.O and Amazon.com AMZN.O, has been under pressure to focus on profitability over user growth as recession-wary customers cut down on unnecessary spending. July 24 (Reuters) - Spotify Technology SPOT.N said on Monday it was raising the prices for its premium plans by $1 each in the United States, as the music streaming company looks to boost profitability in an uncertain economy. (Reporting by Samrhitha Arunasalam in Bengaluru; Editing by Shailesh Kuber) ((Samrhitha.A@thomsonreuters.com)) The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",3.0
2023-07-23 00:00:00 UTC,AAPL,"The group includes: Apple (NASDAQ: AAPL) Microsoft (NASDAQ: MSFT) Alphabet (NASDAQ: GOOG) (NASDAQ: GOOGL) Amazon (NASDAQ: AMZN) Nvidia (NASDAQ: NVDA) Tesla (NASDAQ: TSLA) Meta Platforms (NASDAQ: META) Those seven companies are collectively worth more than $11 trillion -- here's what investors should know. All seven stocks have a consensus rating of ""buy"" among analysts, according to CNN Business, and the highest 12-month price targets imply upside of 20% for Tesla, 23% for Apple, 27% for Meta Platforms, 27% for Microsoft, 56% for Alphabet, 63% for Amazon, and 63% for Nvidia. Nvidia has also solidified its importance in the data center by branching into high-performance networking equipment, and it has extended its ability to monetize AI by delving into subscription software and cloud services.",4.0
2023-07-22 00:00:00 UTC,AAPL,"Shares of Apple (NASDAQ: AAPL) and Shopify (NYSE: SHOP) have benefited from the broader stock market surge, logging gains of 50% and 95% year to date. The stock market has recovered well in 2023 following last year's doldrums when surging inflation and the Federal Reserve's interest rate hikes led investors to press the panic button and move away from equities. Wedbush Securities analyst Daniel Ives upped his price target on Apple stock to $220 from $205 last month, pointing out that the company is on the cusp of a major iPhone upgrade cycle.",5.0
2023-07-21 00:00:00 UTC,AAPL,"As Zacks Vice President Kevin Matras points out this morning in his Profit from the Pros column, the Nasdaq is likely being affected by the pending rebalancing on the Nasdaq 100, where the top seven gainers — the “Magnificent 7,” including Microsoft MSFT, Nvidia NVDA, Apple AAPL, Amazon AMZN, Alphabet GOOGL, Meta META and, of course, Tesla TSLA — will have their total worth in the sub-index brought down below 50% (44% from 56%, to be more specific). Click to get this free report Amazon.com, Inc. (AMZN) : Free Stock Analysis Report Apple Inc. (AAPL) : Free Stock Analysis Report Microsoft Corporation (MSFT) : Free Stock Analysis Report Schlumberger Limited (SLB) : Free Stock Analysis Report American Express Company (AXP) : Free Stock Analysis Report Comerica Incorporated (CMA) : Free Stock Analysis Report NVIDIA Corporation (NVDA) : Free Stock Analysis Report Tesla, Inc. (TSLA) : Free Stock Analysis Report Alphabet Inc. (GOOGL) : Free Stock Analysis Report Meta Platforms, Inc. (META) : Free Stock Analysis Report To read this article on Zacks.com click here. The credit card giant is still up nicely on the top line from $13.4 billion posted a year ago, but shares are selling off in the pre-market on the news, -3%.",2.0
2023-07-20 00:00:00 UTC,AAPL,"Stocks With the Favorable Combination Per our model, Apple AAPL, Block SQ and Alibaba BABA have the right combination of elements to post an earnings beat in their upcoming releases. Click to get this free report Apple Inc. (AAPL) : Free Stock Analysis Report F5, Inc. (FFIV) : Free Stock Analysis Report Alibaba Group Holding Limited (BABA) : Free Stock Analysis Report Block, Inc. (SQ) : Free Stock Analysis Report To read this article on Zacks.com click here. Our estimate of $333.8 million for Product segment revenues indicates a year-over-year improvement of 2.3%, which is much lower than the increase of 14.5% registered in the second quarter.",3.0
2023-07-19 00:00:00 UTC,AAPL,"Updates shares, adds details from the report and background July 19 (Reuters) - Apple AAPL.O is working on artificial intelligence(AI) offerings similar to OpenAI's ChatGPT and Google's Bard, Bloomberg News reported on Wednesday, sending its shares up as much as 2% to a record high. The iPhone maker has built its own framework, known as ""Ajax"", to create large language models (LLMs) and is also testing a chatbot that some engineers call ""Apple GPT"", the report said,citing people with knowledge of the matter. Apple's new virtual assistant summarizes text and answers questions based on data it has been trained with, and is being used internally for product prototyping, according to the report.",4.0
2023-07-18 00:00:00 UTC,AAPL,"And that powered Apple (AAPL) stock more than 1,150% higher over the past 10 years. AI systems can do a lot of things that humans currently do for work – packaging orders, cooking food, writing ads, making movies, and more. More From InvestorPlace ChatGPT IPO Could Shock the World, Make This Move Before the Announcement Musk’s “Project Omega” May Be Set to Mint New Millionaires.",5.0
2023-07-17 00:00:00 UTC,AAPL,"As you can see, this is a strong group of holdings, and most investors would generally agree that these are blue-chip stocks, whether they are mega-cap tech leaders like Microsoft (NASDAQ:MSFT), Apple (NASDAQ:AAPL), and Broadcom (NASDAQ:AVGO), international energy giants like ExxonMobil (NYSE:XOM) and Chevron (NYSE:CVX), or other well-respected stocks like JPMorgan Chase (NYSE:JPM). It invests in U.S. stocks with growing dividends, and it is much larger than SDIV, with $24 billion in assets under management. However, this means that investors still lost money and lagged the performance of DGRO by a significant margin.",3.0
2023-07-16 00:00:00 UTC,AAPL,"Below is Validea's guru fundamental report for APPLE INC (AAPL). Of the 22 guru strategies we follow, AAPL rates highest using our Patient Investor model based on the published strategy of Warren Buffett. APPLE INC (AAPL) is a large-cap growth stock in the Communications Equipment industry.",4.0
2023-07-15 00:00:00 UTC,AAPL,"Fool.com contributor Parkev Tatevosian discusses a recent update from a market research firm showing computer sales improved in the second quarter of 2023. After all, the newsletter they have run for over a decade, Motley Fool Stock Advisor, has tripled the market. Parkev Tatevosian is an affiliate of The Motley Fool and may be compensated for promoting its services.",3.0
2023-07-14 00:00:00 UTC,AAPL,"It’s fine to have a share position in Apple, but just don’t make any assumptions of easy success with AAPL stock. InvestorPlace - Stock Market News, Stock Advice & Trading Tips Apple (NASDAQ:AAPL) stock performed extremely well in this year’s first half. Plus, position sizing is essential to long-term success as an investor, even with a winner like AAPL stock.",3.0
2023-07-13 00:00:00 UTC,AAPL,"The bulls gave up on Meta as Apple's (NASDAQ: AAPL) privacy-oriented iOS update, fierce competition from ByteDance's TikTok, and the macroeconomic headwinds all curbed the growth of its core advertising business. The bears believed Meta's advertising business, which accounted for 97% of its revenues in 2022, would face existential challenges as Apple's iOS changes disrupted its ability to craft targeted ads from third-party data. That recovery was driven by Chinese cross-border e-commerce platforms like Pinduoduo's Temu, Alibaba's AliExpress, and Shein -- which all ramped up their ad spending to reach more overseas buyers.",2.0
2023-07-12 00:00:00 UTC,AAPL,"Apple's (NASDAQ: AAPL) stock price has already soared 45% this year, propelling it to a valuation topping $3 trillion. But with the economy coming back to more normal levels in many ways, Apple's growth rate is now below average and it even turned negative in recent quarters: AAPL Revenue (Quarterly YoY Growth) data by YCharts For the three months ending April 1, Apple's quarterly revenue was down 2.5% year over year. The stock's price-to-earnings (P/E) ratio isn't at its peak but it is much higher than its 10-year average: AAPL PE Ratio data by YCharts Between 2021 and 2022, meme stocks were hot and investors were paying obscene valuations for investments, and so Apple's P/E multiple during that time was inflated as well.",3.0
2023-07-11 00:00:00 UTC,AAPL,"Apple (NASDAQ:AAPL), Microsoft (NASDAQ:MSFT), Amazon (NASDAQ:AMZN), and Nvidia (NASDAQ:NVDA) are the top four holdings for both funds, and they share eight of the same top 10 holdings. SCHG is an ETF from Charles Schwab with $19.2 billion in assets under management (AUM) that invests in the Dow Jones U.S. Large-Cap Growth Total Stock Market Index. VUG is a much larger ETF from Vanguard with $92.1 billion in AUM that invests in an index that tracks the returns of large-cap growth stocks.",4.0
2023-07-10 00:00:00 UTC,AAPL,"Competitors won't catch up to its reach anytime soon When it comes to businesses you can feel comfortable holding for the long term, a lot comes down to their competitive moat. Add in the growing demand for electronic payments as the world progressively becomes more digital, and the company is in a good position to thrive over the long term. V Profit Margin data by YCharts The stock isn't necessarily cheap Shares have been impressive over the last decade, more than doubling the returns of the S&P 500.",4.0
2023-07-09 00:00:00 UTC,AAPL,"Taiwan Semiconductor (NYSE: TSM) has become one of the most important companies in the world, producing computer chips for Apple, NVIDIA, and even Intel. In this video, Travis Hoium covers the company's incredible margins and shows why the stock is cheap for investors today. The Motley Fool has positions in and recommends Advanced Micro Devices, Apple, Nvidia, and Taiwan Semiconductor Manufacturing.",4.0
2023-07-08 00:00:00 UTC,AAPL,"Finding different ways to put money to work One of Berkshire's big moves over the last six years was continuing to build its stake in the consumer tech giant Apple (NASDAQ: AAPL), which Buffett first purchased in 2016. The pandemic and Russia's eventual invasion of Ukraine would start what would ultimately be another big foray into energy stocks and acquisitions. Berkshire would acquire Dominion Energy in 2020 and then initiate major stakes in the U.S. domestic oil producers Occidental Petroleum and Chevron.",3.0
2023-07-07 00:00:00 UTC,AAPL,"Below is Validea's guru fundamental report for APPLE INC (AAPL). Of the 22 guru strategies we follow, AAPL rates highest using our Patient Investor model based on the published strategy of Warren Buffett. APPLE INC (AAPL) is a large-cap growth stock in the Communications Equipment industry.",5.0
2023-07-06 00:00:00 UTC,AAPL,"Taiwan is a major producer of chips used in everything from smartphones and cars to fighter jets, supplying companies like Apple AAPL.O and Nvidia NVDA.O. Fears are growing that more curbs on strategic exports including rare earths could be coming after a top Chinese trade adviser said on Wednesday that the limits on gallium and germanium, effective Aug. 1, were ""just a start"". The abrupt announcement, days before Thursday's arrival in Beijing of U.S. Treasury Secretary Janet Yellen for a visit, sent some companies scrambling to secure supplies of the two metals and stirred concerns about a jump in prices.",2.0
2023-07-05 00:00:00 UTC,AAPL,"Samsung is expected to unveil its latest foldable smartphones later this month in Seoul, weeks earlier than usual, seen by analysts as a bid to dominate the premium phone market for longer before rival Apple AAPL.O releases its next iPhone. By Joyce Lee SEOUL, July 6 (Reuters) - Samsung Electronics' 005930.KS June-quarter profit is expected to plunge 96% on-year to the lowest for any quarter in more than 14 years, as a chip glut continues to drive large losses in the tech giant's cash cow business despite a supply cut. Its mobile business likely reported an operating profit of around 3.3 trillion won, according to an average of forecasts from five analysts, as efforts to cut marketing costs offset a slight drop in smartphone shipments versus the first quarter, when Samsung launched its latest flagship model.",2.0
2023-07-04 00:00:00 UTC,AAPL,"Apple (NASDAQ: AAPL), Kraft Heinz (NASDAQ: KHC), and Kroger (NYSE: KR) are three dividend payers that could deliver great returns from here, according to three Motley Fool contributors. Kraft Heinz offers an attractive above-average yield of 4.6% at the time of this writing, although this was only made possible by the company paying out 130% of its free cash flow in dividends over the last year. Fresh food and digital shopping equal higher sales Jennifer Saibil (Kroger): Investors love growth stocks and for good reason.",3.0
2023-07-03 00:00:00 UTC,AAPL,"Threads, Instagram's text-based conversation app, is expected to be released on Thursday and will allow users to follow the accounts they follow on the photo-sharing platform and keep the same username, a listing on Apple's AAPL.O App Store showed. July 3 (Reuters) - Meta Platforms META.O plans to launch a microblogging app, Threads, days after Twitter executive chair Elon Musk announced a temporary cap on how many posts users can read on the social media site. Musk's latest announcements to address data scraping have sparked a fierce backlash from Twitter users and ad experts said it would undermine new CEO Linda Yaccarino, who started in the role last month.",2.0
2023-07-02 00:00:00 UTC,AAPL,"The consumer tech king Unlike its big tech peers -- including Microsoft, Alphabet, Amazon, and Meta Platforms -- Apple (NASDAQ: AAPL) has spent little time talking up its ambitions in artificial intelligence, and its management has generally avoided using the buzzy phrase on earnings calls and other presentations. In other words, unlike many companies trying to leverage the power of AI, Apple has a business model already built in to capitalize on it: selling devices and the services that go with them. And right now, there's no device more capable of capitalizing on the AI boom than the Vision Pro, the mixed reality headset that Apple unveiled at its Worldwide Developers Conference in early June and that retails for $3,500.",5.0
2023-07-01 00:00:00 UTC,AAPL,"Apple (NASDAQ: AAPL) doesn't release its Vision Pro headset until next year, but it's already staking out a different position in the market than Meta Platforms (NASDAQ: META). Meta will focus on gaming and social applications, while Apple can go high-end with real productivity use cases. After all, the newsletter they have run for over a decade, Motley Fool Stock Advisor, has tripled the market.",4.0
2023-06-30 00:00:00 UTC,AAPL,"Apple Inc AAPL.Obreached the mark for the first time since January last year, after rising 1.5% to hit an all-time high of $192.40, on optimism about the potential for artificial intelligence and the iPhone maker's ability to grow revenue. By Sruthi Shankar and Johann M Cherian June 30 (Reuters) - U.S. stocks rallied on Friday, putting the tech-heavy Nasdaq on course for its best first-half performance in 40 years as Apple touched $3 trillion in market value and signs of easing inflation comforted investors. After the data, traders were pricing in an 86.8% chance that the Fed will hike rates by 25 basis points to 5.25%-5.50% range in its July meeting, according to CMEGroup's Fedwatch tool, down slightly from the 89.3% on Thursday.",5.0
2023-06-29 00:00:00 UTC,AAPL,"Apple (NASDAQ:AAPL), the largest company in the world by market capitalization at nearly $3 trillion, also makes our list of growth stocks to buy in the second half. Apple (AAPL) Source: Eric Broder Van Dyke / Shutterstock.com I’m not going to make you wait for it. AAPL stock has “B” ratings for earnings growth and sales growth from the Portfolio Grader.",4.0
2023-06-28 00:00:00 UTC,AAPL,"APPLE INC (AAPL) is a large-cap growth stock in the Communications Equipment industry. Below is Validea's guru fundamental report for APPLE INC (AAPL). Of the 22 guru strategies we follow, AAPL rates highest using our Twin Momentum Investor model based on the published strategy of Dashan Huang.",3.0
2023-06-27 00:00:00 UTC,AAPL,"Market heavyweights Microsoft Corp MSFT.O and Apple Inc AAPL.O were among the biggest boosts to the S&P 500 during the session, along with Amazon.com Inc AMZN.O, Tesla Inc TSLA.O and Nvidia Corp NVDA.O. By Sinéad Carew, Sruthi Shankar and Johann M Cherian June 27 (Reuters) - U.S. stock indexes rebounded on Tuesday from a recent losing streak as upbeat economic data soothed investor worries about an imminent recession triggered by the Federal Reserve's aggressive interest rate hikes. The data gave investors a reason to buy back into stocks after a ""pretty vicious correction"" in the last several sessions, said Mark Luschini, chief investment strategist at Janney Montgomery Scott in Philadelphia.",5.0
2023-06-26 00:00:00 UTC,AAPL,"The US Supreme Court declined Apple (AAPL) and Broadcom's (AVGO) petition to review a previously rejected patent infringement lawsuit decision pertaining to certain California Institute of Technology patents, according to a court filing. Tech stocks were mixed late Monday with the Technology Select Sector SPDR Fund (XLK) decreasing 0.3% and the Philadelphia Semiconductor index advancing 1%. Alphabet's (GOOG) unit Google won a US Supreme Court ruling as the justices left standing a decision that tossed out a suit by music website Genius alleging Google stole millions of music lyrics, Bloomberg reported.",2.0
2023-06-25 00:00:00 UTC,AAPL,"I believe that Apple (NASDAQ: AAPL), O'Reilly Automotive (NASDAQ: ORLY), and Visa (NYSE: V) are companies that fit the quality standards I just mentioned. But to own one of the most dominant enterprises in the world that sells some of the most in-demand products and services, investors might be fine with paying a premium valuation for Apple. The business benefits from the growing population of aging cars, with more wear and tear resulting in strong demand for what O'Reilly sells.",3.0
2023-06-24 00:00:00 UTC,AAPL,"Apple's (NASDAQ: AAPL) Vision Pro, which the tech giant launched at its Worldwide Developers Conference earlier this month, seems like the best attempt yet to convert the masses to headset computing. Unlike previous iterations such as the Meta Quest, the Vision Pro headset can be transparent, allowing users to make eye contact with those around them. The company could reimagine the sports-watching experience with its spatial computing device, potentially giving viewers the ability to see unique camera angles, get instant updates on stats and players, and even watch the game with a friend on FaceTime.",4.0
2023-06-23 00:00:00 UTC,AAPL,"As the world's two most valuable companies by market cap, Apple (NASDAQ: AAPL) and Microsoft (NASDAQ: MSFT) are attractive options. However, recent volatility makes now a smart time to consider investing in growth stocks that are likely to rise over the long term and fortify your holdings in the event of temporary headwinds. The tech giant's stability is largely owed to the success of its smartphone business, with the iPhone achieving a majority market share in the U.S. last year by surpassing Alphabet's Android.",3.0
2023-06-22 00:00:00 UTC,AAPL,"Russia in 2021 demanded that 13 firms, mostly U.S. technology companies such as Alphabet's GOOGL.O Google, Meta Platforms' META.O Facebook, Apple AAPL.O and Twitter TWTR.N become officially represented on Russian soil by the end of the year or face restrictions on advertising, data collection or money transfers. June 22 (Reuters) - Russia's state communications regulator Roskomnadzor has added Amazon Web Services AMZN.O and 11 other foreign technology companies to a widened list of firms it wants to open local offices or face penalties and possible bans. Moscow's subsequent invasion of Ukraine intensified Russia's disputes with Big Tech, ultimately leading to Twitter, Facebook and others being banned from the market.",2.0
2023-06-21 00:00:00 UTC,AAPL,"WHA's clients in Vietnam include suppliers to Apple AAPL.O such as China-based electronics firm Goertek Inc 002241.SZ and Taiwan's Foxconn 2317.TW, with which it is working on a new facility, according to the provincial government's website. By Orathai Sriring and Devjyot Ghoshal BANGKOK, June 21 (Reuters) - WHA Group WHA.BK, Thailand's largest industrial estate developer, expects a second straight year of record land sales from companies seeking to diversify away from China, its CEO said on Wednesday. Mounting trade tensions between the United States and China, coupled with Beijing's abrupt lifting of its strict zero-COVID policy in December last year, has led to a surge in mainly Chinese investment from companies seeking alternative locations.",3.0
2023-06-20 00:00:00 UTC,AAPL,"Spotify, which competes with rival services from Apple AAPL.Oand Amazon.com AMZN.O, has been trying to grow its number of paying subscribers by rolling out a range of audio-focused services such as the HiFi feature, which upgrades the sound quality of the songs to ""lossless"" CD-quality music. Updates to say Spotify declined to comment June 20 (Reuters) - Music streaming platform Spotify Technology SPOT.N is planning to roll out a more premium subscription option that is expected to include high-fidelity audio, Bloomberg News reported on Tuesday, citing people familiar with the matter. The new tier, called ""Supremium"" internally, will be the company's most expensive plan and will launch this year in non-US markets first, according to the report.",3.0
2023-06-19 00:00:00 UTC,AAPL,"Image Source: Zacks Investment Research Key Leaders Approaching Resistance: Apple (AAPL) and Microsoft (MSFT), two of the strongest and most prominent market leaders, are approaching all-time highs. Click to get this free report Apple Inc. (AAPL) : Free Stock Analysis Report Microsoft Corporation (MSFT) : Free Stock Analysis Report Invesco QQQ (QQQ): ETF Research Reports To read this article on Zacks.com click here. Entering 2023, investors had concerns over a beaten-down tech sector, geopolitical risks like the war in Ukraine, the debt ceiling limit, higher inflation, rising interest rates, a regional banking crisis, and a pending recession.",4.0
2023-06-18 00:00:00 UTC,AAPL,"As with AAPL and NVDA stocks, shares of GOOGL have the wind in their sails right now as markets recover from last year’s tech wreck and as excitement around AI grows stronger. Apple (AAPL) Source: Moab Republic / Shutterstock Shares of Apple (NASDAQ:AAPL) are again trading at an all-time high, and the company’s stock is back near a $3 trillion market capitalization. AAPL stock remains one of the best tech stocks investors can own, having risen 1,100% over the last decade.",5.0
2023-06-17 00:00:00 UTC,AAPL,"Tim Beyers: I'm going to come back to the free tools in a minute here, because some of the economics of what's changed is making the technology-adoption life cycle arguably a little more compressed. In the case of like the original Mac, the desktop publishing as a practice and the graphic design community said, ""You can have this computer if you take it from my cold, dead hands."" I think when you assume that's going to happen, that's a big difference from like I interviewed the CTO of a company called TEU years ago, and he said, ""When I first said we're not having any servers around, we're doing everything on AWS, everyone thought I was crazy and now they're like, wow.",3.0
2023-06-16 00:00:00 UTC,AAPL,"This makes it one of his largest holdings, second only to Apple (NASDAQ:AAPL). Apple (AAPL) Source: Eric Broder Van Dyke / Shutterstock.com Apple is a well-known permanent investment stock that accounts for about 40% of the holdings of Warren Buffett’s Berkshire Hathaway. On the date of publication, Chris MacDonald has a position in KO, AAPL.",4.0
2023-06-15 00:00:00 UTC,AAPL,"I told you what was old, what was new, and what mattered for the stocks you could still buy that week, when my 5 recommendations were still trading at levels that could have produced some sizable double-digit gains for investors who followed... NVDA: $265-270 and now $390 SNPS: $370-375 and now $450 GOOGL: $105 and now $125 SPLK: $90-95 and now $100 PATH: $16-17 and now $19 I wish I could have given you more ideas, including AAPL and MSFT. In addition, Zacks Equity Research provides analysis on NVIDIA NVDA, Apple AAPL and Microsoft MSFT. Beth Kindig Does the Math on NVDA > AAPL Last year I shared the “crazy” view of an independent technology analyst who reasoned that because AI was a bigger megatrend opportunity than mobile, NVDA shares would over-take AAPL shares in this decade.",3.0
2023-06-14 00:00:00 UTC,AAPL,"The software giant has recently gained traction from its newly announced app development partnership with Apple’s (NASDAQ:AAPL) Vision Pro headset during Apple’s Worldwide Developers Conference. Thus, with robust growth, R&D progress in VR and AR gaming, and a key Apple partnership, U stock is one with trillion dollar potential worth watching. He is the owner of Que Capital, a research firm that combines fundamental analysis with ESG factors to pick the best sustainable long-term investments More From InvestorPlace Buy This $5 Stock BEFORE This Apple Project Goes Live Did Elon Musk Just Trigger a New Netscape Moment?",4.0
2023-06-13 00:00:00 UTC,AAPL,"Remember, to get paid on Wall Street, you need to know the “What, not the why.” Single Stock Examples Apple (AAPL) is one of the best examples. Thus far in the 2000’s, the 200-week moving average has contained AAPL’s move. AAPL visited the 200-week and found support in 2008 (Global Financial Crisis), 2013, 2016, and 2019 and went on to make new highs after each visit.",2.0
2023-06-12 00:00:00 UTC,AAPL,"Stocks like Apple (AAPL) soared thousands of percent. One segment I’m particularly excited about is the AI-powered App Economy, or the emergence of a whole new generation of software applications with AI capabilities. Separate eMarketer research found that Americans with smartphones spend about three-and-a-half hours every day checking mobile apps.",5.0
2023-06-11 00:00:00 UTC,AAPL,"By David Randall NEW YORK, June 9 (Reuters) - A U.S. stocks rally is showing signs of expanding beyond the cluster of giant growth and tech names that have led gains this year, as investors reposition portfolios primed for a widely expected recession. Some investors have started dipping their toes into economically sensitive market areas that have been out of favor this year including small caps, energy shares and industrial stocks - all of which have seen hefty rallies in June. The Fed concludes its two-day monetary policy meeting onWednesday, and while most market participants expect the U.S. central bank to leave rates unchanged, many will also be gauging policymakers' appetite for future tightening.",3.0
2023-06-10 00:00:00 UTC,AAPL,"APPLE INC (AAPL) is a large-cap growth stock in the Communications Equipment industry. Below is Validea's guru fundamental report for APPLE INC (AAPL). Of the 22 guru strategies we follow, AAPL rates highest using our Twin Momentum Investor model based on the published strategy of Dashan Huang.",3.0
2023-06-09 00:00:00 UTC,AAPL,"As you can see above, NANC skews heavily towards mega-cap tech stocks like Microsoft (NASDAQ:MSFT) and Apple (NASDAQ:AAPL), so holding it would give investors exposure that isn't all that different from investing in massive tech ETFs like the Invesco QQQ Trust (NASDAQ:QQQ) or the Technology Select Sector SPDR Fund (NYSEARCA:XLK). If you’ve spent any time on the financial side of Twitter (often called ""FinTwit"") in recent years, you’ve likely seen plenty of accounts discussing the transactions made by Nancy Pelosi and her husband, Paul, and users joking (or perhaps only half joking), that Pelosi is a better investor than Warren Buffett based on her timely buys and sells before major news comes to light about some of these stocks. While the ability of politicians to enrich themselves based on inside knowledge and influence they derive from positions as lawmakers is an unseemly part of U.S. politics (the U.S. is the only democracy in the world that allows officeholders to invest like this), I give Unusual Whales and Subversive ETFs credit for using data to level the playing field and at least letting everyday Americans invest like these political insiders.",3.0
2023-06-08 00:00:00 UTC,AAPL,"By Mike Scarcella June 8 (Reuters) - Apple AAPL.O and ""Fortnite"" maker Epic Games on Wednesday both asked a U.S. appeals court to reconsider its April ruling in an antitrust case that could force Apple to change payment practices in its App Store. The April three-judge ruling upheld a 2021 order in California federal court in Epic's lawsuit which accused Apple of unlawfully requiring software developers to pay up to 30% in commissions on consumers' in-app purchases. Epic's 9th Circuit filing argued that its claims against Apple directly implicate the ""core purpose"" of U.S. antitrust law to foster competition.",2.0
2023-06-07 00:00:00 UTC,AAPL,"Apple's (NASDAQ: AAPL) history is marked by exciting launches that have transformed the company -- and maybe your lifestyle too. In an interview with Good Morning America, Apple chief executive officer Tim Cook referred to the device as ""tomorrow's engineering, today."" Users feel as if they're really in the middle of the action as they watch movies, TV programs, or sporting events, Cook said on Good Morning America.",5.0
2023-06-06 00:00:00 UTC,AAPL,"When Apple (AAPL) launches a new product or provides a major update to an existing one, their stock behaves in an identifiable, oft-repeated manner that I have been talking about in these pages for many years now, such as in this 2018 article. As a major product announcement from Cupertino approaches, the hype begins to build and AAPL rises consistently for a few days, even a few weeks. Investors should keep all that in mind this morning as AAPL goes through this familiar pattern, following the launch of the new VR headset, the Vision Pro.",4.0
2023-06-05 00:00:00 UTC,AAPL,"VIDEO: Dow Movers: BA, AAPL The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc. In early trading on Monday, shares of Apple topped the list of the day's best performing Dow Jones Industrial Average components, trading up 1.5%. And the worst performing Dow component thus far on the day is Boeing, trading down 1.5%.",4.0
2023-06-04 00:00:00 UTC,AAPL,"And Nvidia's recent announcement of a new AI supercomputing platform has already led to a flurry of AI-themed cryptos surging higher over the past week. As a result of this link to cryptocurrency mining, some analysts and fund managers already consider Nvidia to be an invaluable part of any broad-based stock portfolio designed to get exposure to the crypto industry. At a big computer industry trade show in Taiwan, Nvidia announced the launch of a new AI supercomputer platform (DGX GH200) that is specifically being billed as a way for large tech companies to build ChatGPT competitors.",3.0
2023-06-03 00:00:00 UTC,AAPL,"Below is Validea's guru fundamental report for APPLE INC (AAPL). Of the 22 guru strategies we follow, AAPL rates highest using our Patient Investor model based on the published strategy of Warren Buffett. APPLE INC (AAPL) is a large-cap growth stock in the Communications Equipment industry.",2.0
2023-06-02 00:00:00 UTC,AAPL,"A resilient U.S. consumer along with a bullish artificial intelligence theme has helped push tech stocks like AAPL back near previous highs. After a series of higher highs and higher lows along with fresh 52-week highs, Apple AAPL shares have now soared back near all-time highs, as the tech giant has benefitted from strength in the large-cap tech space. AAPL has exceeded earnings estimates in three of the past four quarters.",5.0
2023-06-01 00:00:00 UTC,AAPL,"Wearable Devices (WLDS) said it kicked off commercial manufacturing of its Mudra band for Apple's (AAPL) watch. Tech stocks rose Thursday with the Technology Select Sector SPDR Fund (XLK) gaining 1% and the Philadelphia Semiconductor index up 1.6%. Amazon's (AMZN) $1.65 billion planned acquisition of iRobot (IRBT) is facing a preliminary EU merger review, with a July 6 deadline, according to the European Commission's website.",3.0
2023-05-31 00:00:00 UTC,AAPL,"Apple Inc. (AAPL) is +0.15 at $177.40, with 11,306,587 shares traded. As reported by Zacks, the current mean recommendation for AAPL is in the ""buy range"". As reported in the last short interest update the days to cover for GRAB is 7.466597; this calculation is based on the average trading volume of the stock.",2.0
2023-05-30 00:00:00 UTC,AAPL,"Looking at individual holdings, Microsoft Corp (MSFT) accounts for about 8.90% of total assets, followed by Apple Inc (AAPL) and Amazon Com Inc (AMZN). Click to get this free report iShares Expanded Tech Sector ETF (IGM): ETF Research Reports Amazon.com, Inc. (AMZN) : Free Stock Analysis Report Apple Inc. (AAPL) : Free Stock Analysis Report Microsoft Corporation (MSFT) : Free Stock Analysis Report Technology Select Sector SPDR ETF (XLK): ETF Research Reports Vanguard Information Technology ETF (VGT): ETF Research Reports To read this article on Zacks.com click here. It has amassed assets over $3.12 billion, making it one of the larger ETFs attempting to match the performance of the Technology - Broad segment of the equity market.",3.0
